Census year,Block ID,Property ID,Base property ID,Building name,Street address,CLUE small area,Construction year,Refurbished year,Number of floors (above ground),Predominant space use,Accessibility type,Accessibility type description,Accessibility rating,Bicycle spaces,Has showers,x coordinate,y coordinate,Location
2019,311,101102,101102,,1-3 Boundary Road NORTH MELBOURNE 3051,North Melbourne,1970.0,2012.0,2.0,Community Use,High level of accessibility,Main Entrance has ramp,3.0,7.0,,144.9381,-37.797,POINT (144.9381006 -37.79701333)
2019,349,110963,110963,,20-22 O'Shanassy Street NORTH MELBOURNE 3051,North Melbourne,,,3.0,Residential Apartment,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9496,-37.8,POINT (144.9496243 -37.7999551)
2019,862,111369,102492,,129 Hope Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,False,144.9793,-37.8344,POINT (144.9792878 -37.83442205)
2019,2537,614919,614919,,39 Smith Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9334,-37.7914,POINT (144.9333635 -37.79136099)
2019,359,525926,525926,,138 Peel Street NORTH MELBOURNE 3051,North Melbourne,2002.0,,2.0,Office,Moderate level of accessibility,Entrance(s) have limited access via a small lip or a steep ramp,2.0,0.0,True,144.9565,-37.8047,POINT (144.9565034 -37.8047235)
2019,1014,570655,558529,Warehouse 8,88 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),2002.0,,2.0,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9337,-37.8032,POINT (144.9337362 -37.80319479)
2019,850,105114,105113,Melbourne Grammar School Boatshed,Melbourne Grammar School Boatshed 4 Boathouse Drive MELBOURNE VIC 3004,Melbourne (Remainder),,,2.0,Entertainment/Recreation - Indoor,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,0.0,False,144.9706,-37.8199,POINT (144.9705641 -37.81990552)
2019,857,109912,109912,,266-270 Walsh Street SOUTH YARRA VIC 3141,South Yarra,,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,False,144.9863,-37.832,POINT (144.9862948 -37.83201535)
2019,860,107406,107406,,62 Park Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9824,-37.8363,POINT (144.9823807 -37.8362621)
2019,910,102438,102438,,16 Degraves Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9574,-37.7934,POINT (144.9573997 -37.7933889)
2019,915,103789,103789,,68 Fitzgibbon Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9572,-37.7947,POINT (144.9572095 -37.79471232)
2019,2522,616916,616916,,93 McConnell Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9292,-37.793,POINT (144.9291725 -37.79303459)
2019,519,517641,105220,Bill Vanina Pavillion,The Bill Vanina Pavilion 1A Childers Street KENSINGTON VIC 3031,Kensington,1970.0,1970.0,1.0,Community Use,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,True,144.9239,-37.7976,POINT (144.9239419 -37.79764905)
2019,545,110051,110051,,57 Westbourne Road KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9222,-37.7935,POINT (144.922166 -37.79346578)
2019,72,105376,105376,W.H.Holmes House,262-274 King Street MELBOURNE 3000,Melbourne (CBD),1974.0,2002.0,18.0,Residential Apartment,High level of accessibility,Main Entrance has ramp,3.0,0.0,,144.9549,-37.8137,POINT (144.9549299 -37.81372383)
2019,2516,614792,614792,,18 McConnell Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9284,-37.7903,POINT (144.9283643 -37.79034426)
2019,95,105981,105981,Kimkhi House,70-72 Little La Trobe Street MELBOURNE 3000,Melbourne (CBD),1910.0,2007.0,1.0,Unoccupied - Unused,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9617,-37.8094,POINT (144.9617431 -37.80944576)
2019,526,108306,108306,,65 The Ridgeway KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9246,-37.7952,POINT (144.9246155 -37.79520258)
2019,538,103646,103646,,59-61 Fairbairn Drive KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9196,-37.7964,POINT (144.9195881 -37.79642277)
2019,861,109526,109526,,72W Toorak Road SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9805,-37.8373,POINT (144.9804703 -37.83728992)
2019,918,109225,109225,,64 Story Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9551,-37.7965,POINT (144.9550916 -37.79649548)
2019,405,106617,106617,,22 Miller Street WEST MELBOURNE 3003,West Melbourne (Residential),,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9469,-37.8055,POINT (144.946868 -37.80553463)
2019,861,106668,106668,,38-42 Millswyn Street SOUTH YARRA VIC 3141,South Yarra,,,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9805,-37.8365,POINT (144.9805247 -37.83649498)
2019,2531,615586,615586,,37 Parsons Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9333,-37.7898,POINT (144.9332508 -37.789791460000004)
2019,113,110673,108118,,83-129 Victoria Street MELBOURNE 3000,Melbourne (CBD),1890.0,,1.0,Retail - Shop,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,0.0,,144.9577,-37.8072,POINT (144.9576923 -37.80723946)
2019,922,104187,104187,Murchison House,52 Gatehouse Street PARKVILLE 3052,Parkville,1878.0,,2.0,Institutional Accommodation,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9529,-37.7956,POINT (144.9529423 -37.7955555)
2019,1014,570656,558529,Warehouse 9,88 Dynon Road WEST MELBOURNE 3003,West Melbourne (Industrial),2002.0,,2.0,Storage,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,0.0,,144.9337,-37.8032,POINT (144.9337362 -37.80319479)
2019,857,100278,100278,,52-54 Airlie Street SOUTH YARRA VIC 3141,South Yarra,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9873,-37.8316,POINT (144.9872518 -37.83162434)
2019,270,664663,104468,Redmond Barry Building 115,230 Grattan Street PARKVILLE 3010,Parkville,,,13.0,Educational/Research,Moderate level of accessibility,Main entrance has steps; Alternative entrance is step free or has ramp,2.0,0.0,,144.9612,-37.7968,POINT (144.9612401 -37.79675468)
2019,2514,615830,615830,,"Unit 4, 2 McCracken Street KENSINGTON VIC 3031",Kensington,1992.0,,2.0,House/Townhouse,,,,,,144.9274,-37.7898,POINT (144.9274188 -37.78981608)
2019,525,104814,104814,,18-24 Henry Street KENSINGTON VIC 3031,Kensington,1880.0,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9275,-37.7948,POINT (144.9275002 -37.79484092)
2019,18,103915,103915,,37-45 Flinders Lane MELBOURNE 3000,Melbourne (CBD),1910.0,,2.0,Retail - Showroom,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9731,-37.8149,POINT (144.9731346 -37.8149404)
2019,858,109508,109508,Fawkner,178W Toorak Road SOUTH YARRA VIC 3141,South Yarra,1990.0,,2.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.986,-37.8379,POINT (144.9859609 -37.83794678)
2019,309,593973,593973,,146-148 Langford Street NORTH MELBOURNE 3051,North Melbourne,,,3.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9369,-37.7956,POINT (144.9368959 -37.79563152)
2019,374,100543,100543,,16 Arden Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.952,-37.801,POINT (144.9519636 -37.80096686)
2019,48,503031,503031,,19-23 Meyers Place MELBOURNE 3000,Melbourne (CBD),1920.0,2013.0,4.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9721,-37.8122,POINT (144.9721085 -37.8121523)
2019,318,102836,102836,,377-379 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9443,-37.7969,POINT (144.9442618 -37.79690062)
2019,543,111228,111228,,49 Matthews Mews KENSINGTON VIC 3031,Kensington,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9206,-37.7949,POINT (144.9206037 -37.79489513)
2019,97,106368,106368,Mackenzie Tower,27-39 MacKenzie Street MELBOURNE 3000,Melbourne (CBD),2011.0,,32.0,Residential Apartment,High level of accessibility,Main Entrance is at grade and has no steps or ramp,3.0,100.0,,144.967,-37.8078,POINT (144.9669523 -37.8078113)
2019,351,103461,103461,,249 Errol Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9501,-37.7983,POINT (144.950104 -37.79827352)
2019,527,565512,565512,,18-20 Newton Street KENSINGTON VIC 3031,Kensington,2000.0,,3.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9221,-37.7965,POINT (144.9220582 -37.79654289)
2019,1015,528140,528140,,5-9 Browns Hill Place WEST MELBOURNE 3003,West Melbourne (Industrial),,,1.0,Storage,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9311,-37.8026,POINT (144.9310733 -37.80264347)
2019,533,100716,100716,,24 Bangalore Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9252,-37.7934,POINT (144.9251873 -37.79340604)
2019,746,110449,110437,Building B,99 Coventry Street SOUTHBANK VIC 3006,Southbank,1986.0,1996.0,5.0,Office,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9662,-37.8307,POINT (144.96622 -37.830692)
2019,358,101544,101544,,156 Capel Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9557,-37.8044,POINT (144.9556832 -37.80440332)
2019,368,101937,101937,,147-149 Chetwynd Street NORTH MELBOURNE 3051,North Melbourne,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9524,-37.8023,POINT (144.9524418 -37.80226162)
2019,2505,618074,618074,,10 Youlden Street KENSINGTON VIC 3031,Kensington,1991.0,,2.0,House/Townhouse,,,,,,144.9258,-37.7888,POINT (144.9257813 -37.78880059)
2019,510,104644,104644,,24 Hardiman Street KENSINGTON VIC 3031,Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9325,-37.7958,POINT (144.9324526 -37.79581646)
2019,901,100607,100607,,274 The Avenue PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9582,-37.7808,POINT (144.9581967 -37.78082587)
2019,871,108651,108651,Wesley College,Wesley College 567-581 St Kilda Road MELBOURNE VIC 3004,Melbourne (Remainder),,2013.0,4.0,Educational/Research,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,10.0,True,144.9832,-37.8492,POINT (144.9832338 -37.8492294)
2019,406,108928,108928,Annach Terrace,586 Spencer Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9468,-37.8067,POINT (144.9467841 -37.80673149)
2019,918,109215,109215,Douglas Terrace,84 Story Street PARKVILLE 3052,Parkville,,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9544,-37.7964,POINT (144.954446 -37.79641947)
2019,922,107255,107255,,47-49 Park Drive PARKVILLE 3052,Parkville,1911.0,,2.0,House/Townhouse,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9536,-37.7962,POINT (144.9535782 -37.79619906)
2019,104,100443,100443,Arizona,9-13 Anthony Street MELBOURNE 3000,Melbourne (CBD),1995.0,,5.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9589,-37.8093,POINT (144.9589078 -37.80925756)
2019,741,110615,110615,,153-159 Sturt Street SOUTHBANK VIC 3006,Southbank,1960.0,2008.0,3.0,Office,Not determined or not applicable,Configuration of entrance does not fit into any of the other categories,0.0,6.0,False,144.9667,-37.8279,POINT (144.9667192 -37.82792117)
2019,2536,615086,615086,,52 Collett Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9331,-37.791,POINT (144.9330745 -37.79096205)
2019,434,109687,109687,,199 Victoria Street WEST MELBOURNE 3003,West Melbourne (Residential),1901.0,,2.0,Retail - Shop,Low level of accessibility,All entrances have steps,1.0,0.0,,144.9548,-37.806,POINT (144.9547686 -37.80599931)
2019,928,608624,608624,,49 Strickland Road PARKVILLE 3052,Parkville,2006.0,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9407,-37.7763,POINT (144.9407412 -37.77633364)
2019,865,100193,100193,,16-22 Adams Street SOUTH YARRA VIC 3141,South Yarra,,,4.0,Residential Apartment,Low level of accessibility,All entrances have steps,1.0,0.0,False,144.9776,-37.8366,POINT (144.977611 -37.83662433)
2019,2526,615007,615007,,5 Smith Street KENSINGTON VIC 3031,Kensington,1910.0,,2.0,House/Townhouse,,,,,,144.9308,-37.7911,POINT (144.9308139 -37.7910695)
2019,340,102802,102802,,135 Dryburgh Street NORTH MELBOURNE 3051,North Melbourne,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9431,-37.8033,POINT (144.9431058 -37.80333737)
2019,2514,615846,615846,,30 McCracken Street KENSINGTON VIC 3031,Kensington,1900.0,,1.0,House/Townhouse,,,,,,144.9275,-37.7908,POINT (144.9274692 -37.79077935)
2019,790,589465,589465,,1-7 Wharf Road PORT MELBOURNE VIC 3207,Port Melbourne,2009.0,,2.0,Educational/Research,High level of accessibility,Main Entrance has ramp,3.0,0.0,False,144.9065,-37.8286,POINT (144.9065339 -37.82857978)
2019,416,100219,100219,,255 Adderley Street WEST MELBOURNE 3003,West Melbourne (Residential),,,2.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9439,-37.8082,POINT (144.9439285 -37.80817318)
2019,67,105675,105675,,113 Lonsdale Street MELBOURNE 3000,Melbourne (CBD),1886.0,2002.0,3.0,Entertainment/Recreation - Indoor,Low level of accessibility,All entrances have steps,1.0,0.0,,144.969,-37.8106,POINT (144.9690111 -37.81056534)
2019,535,100896,100896,,"Unit 2, 57 Bayswater Road KENSINGTON VIC 3031",Kensington,,,1.0,House/Townhouse,Not determined or not applicable,Building is not considered to be publicly accessible so access has not been rated,0.0,,,144.9235,-37.794000000000004,POINT (144.9235074 -37.79403555)
